,epoch,val_loss,val_acc,loss,acc,opus,reg
54,4,3.756649029719365,0.15300324675324675,3.9878185345504735,0.12448748486918275,130,0.2
55,5,3.778548376900809,0.15300324675324675,3.9839132110024886,0.12464367995742913,130,0.2
56,6,3.748693775821042,0.15300324675324675,3.985858037278217,0.124448436100176,130,0.2
57,7,3.7489232769260163,0.15300324675324675,3.9793079967142018,0.1255808504828342,130,0.2
58,8,3.715126372002936,0.15056818181818182,3.9393788356550874,0.13190675153295522,130,0.2
59,9,3.6418267503961337,0.15503246753246752,3.8670726340826898,0.14717482135215942,130,0.2
60,10,3.637210514638331,0.15827922077922074,3.786291825105205,0.16029520871597686,130,0.2
61,11,3.5832518726200253,0.18060064935064932,3.7224318200810416,0.16455152486385327,130,0.2
62,12,3.5450208465774335,0.19358766233766234,3.6500476559125774,0.17903861923891629,130,0.2
63,13,3.5105712909203066,0.20454545454545456,3.575801430827,0.1976258346680816,130,0.2
64,14,3.5130574703216557,0.20982142857142855,3.5007384825983583,0.2110195634350209,130,0.2
65,15,3.501285540593135,0.21672077922077926,3.432103395462036,0.22484282869332853,130,0.2
66,16,3.5219035953670352,0.21793831168831168,3.3607110217853107,0.23753367956635954,130,0.2
67,17,3.4853017423060035,0.21996753246753248,3.288626138699125,0.2466710921947324,130,0.2
68,18,3.5443358390362234,0.2077922077922078,3.211356830669541,0.2570190167554144,130,0.2
69,19,3.5429158953877233,0.21631493506493507,3.1357624617561,0.2704517942922333,130,0.2
70,20,3.5715812584022424,0.2094155844155844,3.0577668928896147,0.2840407669184623,130,0.2
71,21,3.5755881984512525,0.20576298701298698,2.9729330620234466,0.2948572767421378,130,0.2
72,22,3.6383863579143183,0.19642857142857145,2.889444032898316,0.3105939318214261,130,0.2
73,23,3.6762489157837703,0.19886363636363635,2.8009504364842925,0.3259400991873719,130,0.2
74,24,3.7224928992135182,0.19196428571428573,2.711475510511391,0.3414034128632473,130,0.2
75,25,3.766206190183565,0.1939935064935065,2.6175675494839656,0.3626068960166116,130,0.2
76,26,3.820788132679927,0.20251623376623376,2.524726193793474,0.37935881916630104,130,0.2
77,27,3.904040426402897,0.18831168831168832,2.428218394288641,0.4012651802112461,130,0.2
78,28,4.041796188849907,0.19318181818181815,2.329645686093924,0.418251396002906,130,0.2
79,29,4.043995553796941,0.17897727272727273,2.228393418008084,0.4401968058197672,130,0.2
80,30,4.177326784505474,0.1810064935064935,2.135853390621233,0.4642508493200991,130,0.2
81,31,4.28683978551394,0.17532467532467533,2.038404234467929,0.48197899176129105,130,0.2
82,32,4.335651568004063,0.1737012987012987,1.9517275203679656,0.5013471826404162,130,0.2
83,33,4.461340173498376,0.1737012987012987,1.8686452996070264,0.523604982630279,130,0.2
84,34,4.515613589968,0.1663961038961039,1.7684362234442343,0.5405911984079739,130,0.2
85,35,4.6433054440981385,0.1599025974025974,1.6796135569876551,0.5676129485774224,130,0.2
86,36,4.739764244525464,0.15868506493506493,1.5950356188790158,0.5819828966448832,130,0.2
87,37,4.915057405248866,0.17045454545454544,1.5226132956396117,0.6024054043570156,130,0.2
88,38,4.999714631538886,0.15056818181818182,1.4384753475977203,0.6235698387378821,130,0.2
89,39,5.068828994577581,0.14935064935064934,1.3655503889347744,0.6384474208309424,130,0.2
90,40,5.146408839659258,0.15706168831168832,1.289155150587274,0.6553555390752788,130,0.2
91,41,5.4028043251533004,0.1444805194805195,1.2271837781140251,0.6738646569635212,130,0.2
92,42,5.380597681194158,0.15543831168831168,1.1695294223594583,0.6867898004700854,130,0.2
93,43,5.590180821232981,0.14772727272727273,1.1010850847589029,0.7057284548447502,130,0.2
94,44,5.701429819131826,0.14285714285714285,1.0431383452563867,0.7195517201077128,130,0.2
95,45,5.77106988894475,0.14772727272727273,0.984772915953544,0.7341950095716041,130,0.2
96,46,5.930268417705189,0.1452922077922078,0.9246955935043324,0.748408762549073,130,0.2
97,47,6.087110212871005,0.1444805194805195,0.8876911773751093,0.7586395407910972,130,0.2
98,48,6.0964527718432535,0.14650974025974026,0.8465030535260146,0.7664102464000783,130,0.2
99,49,6.146841748968347,0.14488636363636365,0.8078227365904641,0.7794134874481473,130,0.2
100,0,3.9933340161128634,0.13155833987071353,4.079479014295654,0.12257533602589064,131,0.2
101,1,3.982962045617279,0.13155833987071353,3.9728614917822247,0.12492652533815228,131,0.2
102,2,4.047571631082819,0.13155833987071353,3.969273973162484,0.12629805243560907,131,0.2
103,3,4.073375186233102,0.13155833987071353,3.9662458777703287,0.1268858497590031,131,0.2
104,4,4.063859414195492,0.13155833987071353,3.9632407083720262,0.12512245778064612,131,0.2
105,5,4.0689442579692106,0.13155833987071353,3.9628614817458283,0.12665073083005424,131,0.2
106,6,4.0883869540439335,0.13155833987071353,3.9637374159189087,0.1270817822055844,131,0.2
107,7,4.088724346579101,0.13155833987071353,4.0316487938227565,0.1260629335022808,131,0.2
108,8,4.07308221908874,0.13155833987071353,3.9611056737332864,0.12751283357498336,131,0.2
109,9,4.034368751939612,0.131949882543031,3.9413243901734716,0.12798307144514348,131,0.2
110,10,3.9763640317491187,0.1499608457321848,3.892996793013951,0.13934715310161055,131,0.2
111,11,3.9066179640702003,0.16092404073502464,3.8024124733972586,0.15584466476367834,131,0.2
112,12,3.8911022766549417,0.15974941270056886,3.7241037911048456,0.16403464085787664,131,0.2
113,13,3.8451062178555744,0.1707126076888226,3.6447593903363122,0.1821387985463501,131,0.2
114,14,3.8225571304536365,0.18245888803338012,3.5727905284798327,0.196363493871402,131,0.2
115,15,3.813832561952953,0.18441660143872585,3.504374153772217,0.20843293232668614,131,0.2
116,16,3.8079991728977567,0.19028974161100465,3.436408147014389,0.2228927465830226,131,0.2
117,17,3.8047613869818657,0.19028974161100465,3.3652577397030967,0.2367255770230869,131,0.2
118,18,3.8237686806949855,0.1851996867716919,3.2926805041240783,0.2473451154205585,131,0.2
119,19,3.856181360541981,0.20125293662843052,3.2186640784155496,0.25796465378912586,131,0.2
120,20,3.8570490773991857,0.19146436962212265,3.150655919095977,0.26897605705727895,131,0.2
121,21,3.8865608577160695,0.1855912295023538,3.0767532497781063,0.2796739684168581,131,0.2
122,22,3.9064582609626215,0.18245888807713845,3.0061494218569256,0.28821662291017297,131,0.2
123,23,3.9573638030300873,0.18754894289311336,2.930066598900957,0.30110897762801864,131,0.2
124,24,3.9910907254334815,0.18637431485865766,2.8492736241077434,0.3174105568417533,131,0.2
125,25,4.05672068846067,0.1816758026916624,2.7681857198517665,0.3314393197283989,131,0.2
126,26,4.127252135691273,0.18950665626053526,2.68362444520319,0.3463301853555941,131,0.2
127,27,4.154477529070204,0.185982772157168,2.604694069391825,0.36560993769932254,131,0.2
128,28,4.177727840426571,0.1750195771484937,2.515916067621794,0.37948195462554973,131,0.2
129,29,4.334902602802895,0.16758026627819333,2.4260042796076458,0.3988400799439401,131,0.2
130,30,4.361734420504529,0.1636648394733364,2.338075681401484,0.4164739997683846,131,0.2
131,31,4.461440386581719,0.16718872362921364,2.2512793638960424,0.43669422783141204,131,0.2
132,32,4.555043352331701,0.16053249804812106,2.1659748152676754,0.4507229907163058,131,0.2
133,33,4.672033410755656,0.15740015667541565,2.0808663656636934,0.4741956973270664,131,0.2
134,34,4.812157602168287,0.14487079097455427,1.9949844106339871,0.4922214820493449,131,0.2
135,35,4.8467045330683876,0.15465935790501448,1.9061133979961573,0.5140875426246491,131,0.2
136,36,4.928909554179048,0.15348472987055872,1.8153927359509427,0.5359144167102865,131,0.2
137,37,5.038401410275356,0.14800313239976962,1.7369660247740475,0.5510795877674838,131,0.2
138,38,5.1397434311540415,0.1456538763308581,1.6584657432984498,0.5656177750051972,131,0.2
139,39,5.308820960478757,0.1315583399990712,1.580459758197305,0.5856028841419034,131,0.2
140,40,5.432449976727659,0.13469068129009446,1.5040081858406051,0.601708530899714,131,0.2
141,41,5.536008135826212,0.13469068129009446,1.4359608087248552,0.6219679454640865,131,0.2
142,42,5.687942458207287,0.13586530937706015,1.3511166717524141,0.6437164465832371,131,0.2
143,43,5.834447440264648,0.1280344558140218,1.3015386021348851,0.6539049335905804,131,0.2
144,44,5.901536144683766,0.12881754117032562,1.2329626756428391,0.6671891531881585,131,0.2
145,45,6.096242070104707,0.12725137043438015,1.1705935353082504,0.6826286296625114,131,0.2
146,46,6.22096233285771,0.12176977296359108,1.1102939249743369,0.7016340765844127,131,0.2
147,47,6.238438496854777,0.12568519974511028,1.0525649946317708,0.7158195854186302,131,0.2
148,48,6.379898314375193,0.11785434612956193,1.0073996876478148,0.7258513264719785,131,0.2
149,49,6.465522967378143,0.12411902900916486,0.9532068147662666,0.7405854461416751,131,0.2
150,0,4.5731440676320885,0.11386138623697135,4.029840576908518,0.12066747241636908,132,0.2
151,1,4.611305386319804,0.11386138623697135,3.919970881390968,0.12472221139283796,132,0.2
152,2,4.66965658987316,0.056930693069306926,3.915069902880652,0.12877695037134024,132,0.2
153,3,4.684757988051612,0.11386138623697135,3.9134118759059047,0.12655464150663673,132,0.2
154,4,4.708501326368981,0.11386138623697135,3.9097413109489305,0.1255799446375083,132,0.2
155,5,4.736027898568131,0.11386138623697135,3.909805783872609,0.1270614838814186,132,0.2
156,6,4.645060270139488,0.11386138623697135,4.00702513916515,0.1274513626268042,132,0.2
157,7,4.661478319577258,0.11386138623697135,3.9176721835379023,0.13025848961002184,132,0.2
158,8,4.705090629779073,0.11386138623697135,3.897671564396206,0.13080431985942945,132,0.2
159,9,4.719720580790303,0.11386138623697135,3.893302558937,0.13045342898387655,132,0.2
160,10,4.710979666253522,0.11386138623697135,3.902994191355164,0.12885492611812255,132,0.2
161,11,4.663643991199657,0.11344884478613095,3.8769493276294233,0.13209091972411108,132,0.2
162,12,4.590778084871398,0.1349009900006524,3.83630891242052,0.14230574291424425,132,0.2
163,13,4.593307056049309,0.13366336623827615,3.8191640890989214,0.14507388202559576,132,0.2
164,14,4.602069676905969,0.13325082498415075,3.8117039445603935,0.14526882139654568,132,0.2
165,15,4.579052907798944,0.1369636963204582,3.79775216327624,0.14784202113433295,132,0.2
166,16,4.513454555284858,0.14191419132078442,3.754090942394488,0.15255955398161744,132,0.2
167,17,4.478115873368266,0.1448019800996623,3.7068385598236477,0.15805684432156128,132,0.2
168,18,4.439942756501755,0.14438943889471564,3.645003305958922,0.1696362431312919,132,0.2
169,19,4.432445190920689,0.15717821782178218,3.568594872423992,0.18870131389196074,132,0.2
170,20,4.404525328784098,0.15924092404323048,3.494171859237473,0.2056610394248749,132,0.2
171,21,4.407828611115812,0.1666666666174879,3.4293647589351317,0.21755234122768968,132,0.2
172,22,4.446503502307552,0.16996699669966994,3.3672455058580644,0.22683145542027006,132,0.2
173,23,4.432080413642104,0.15717821782178218,3.3081767638713377,0.2386447814735429,132,0.2
174,24,4.426093882066582,0.1666666666174879,3.2475584043369468,0.2451557565631957,132,0.2
175,25,4.4761887163218885,0.16914191419141913,3.2020729271969306,0.2554095676250497,132,0.2
176,26,4.554750344934243,0.16666666666666666,3.1345703535374807,0.26535147569222195,132,0.2
177,27,4.5490676121349765,0.15924092409240925,3.0827797772456877,0.27381184451693635,132,0.2
178,28,4.576291882165588,0.15635313531353134,3.018239111346136,0.2837927404635273,132,0.2
179,29,4.629708272789178,0.16212871277292962,2.9575681101718585,0.29545011501452106,132,0.2
180,30,4.698188731379242,0.16006600650230254,2.8874697827182967,0.30890093181311185,132,0.2
181,31,4.735712339382361,0.1542904290429043,2.825260848124137,0.317361300641312,132,0.2
182,32,4.774254133205603,0.15924092399405174,2.7515316885058385,0.33315138991889753,132,0.2
183,33,4.8497273929835165,0.15552805270692302,2.683128228991244,0.34504269172868385,132,0.2
184,34,4.9576446325472086,0.14067656765676567,2.616355689609579,0.35806464189985604,132,0.2
185,35,5.003529224458701,0.1419141914191419,2.541862732978624,0.3757261491734185,132,0.2
186,36,5.018368473934262,0.1551155115511551,2.468235515833338,0.390502553713931,132,0.2
187,37,5.142459968529125,0.1547029702970297,2.3883678066023584,0.4092557214717846,132,0.2
188,38,5.234685118835752,0.1369636963204582,2.313095134900343,0.4221996959027103,132,0.2
189,39,5.30603011449178,0.14108910891089108,2.239121965899273,0.4397052516702175,132,0.2
190,40,5.333272847405362,0.1460396039112173,2.1679107166367477,0.4564310499516011,132,0.2
191,41,5.42257813337219,0.13242574262343618,2.091680857855338,0.4747163632145272,132,0.2
192,42,5.540048201092006,0.13448844889406325,2.020497091295492,0.4902725252481347,132,0.2
193,43,5.585567126573117,0.1316006600660066,1.9419173550255333,0.5055557721734507,132,0.2
194,44,5.714409313579598,0.12334983498349834,1.8762412762994205,0.5206050918199309,132,0.2
195,45,5.897840035630533,0.12830033008218206,1.8130432036825683,0.535732387231058,132,0.2
196,46,5.924886766440011,0.125,1.737605556669633,0.5517953916517929,132,0.2
197,47,5.994585095459085,0.13407590763993782,1.6661502699242394,0.5673125657932006,132,0.2
198,48,6.1775356660975085,0.12293729375396233,1.5987198060193468,0.585753830562182,132,0.2
199,49,6.155693762373216,0.12665016501650164,1.5458085441120866,0.5954228235204818,132,0.2
200,0,4.232482387951351,0.1563539586698541,4.066781934509162,0.11783966880051945,135,0.2
201,1,4.264491985737286,0.1563539586698541,3.9563846661356283,0.12216785849150205,135,0.2
202,2,4.199150411272081,0.15568862267517675,3.920370226261712,0.1278133232980731,135,0.2
203,3,4.145230768842056,0.15768463065920876,3.8054002783914953,0.1538200978552842,135,0.2
204,4,4.108367479093379,0.16101131065242386,3.7232337162016393,0.1642830259702598,135,0.2
205,5,4.083721568087935,0.17964071848356006,3.640620977877673,0.18223560406585632,135,0.2
206,6,4.0717260399740365,0.1929474383176206,3.559371271571316,0.202145276630019,135,0.2
207,7,4.083301314019554,0.19361277433212645,3.4853339540002755,0.21550621001577755,135,0.2
208,8,4.09835520713867,0.1882900863945365,3.4139380301036555,0.2286036883748291,135,0.2
209,9,4.121835829017167,0.17564870249566758,3.335303158162454,0.2445238991349229,135,0.2
210,10,4.141496961305559,0.18097139045308608,3.2587093856130998,0.25272864132928896,135,0.2
211,11,4.146997987311916,0.1962741182910072,3.182152605200334,0.264132480241434,135,0.2
212,12,4.181258679546678,0.17431803050631298,3.0985287466756284,0.27591268347984965,135,0.2
213,13,4.2403850230231575,0.17431803046665584,3.0128932732498463,0.29217162213470865,135,0.2
214,14,4.35621569732468,0.16433799060598184,2.923757250056843,0.3087316522404894,135,0.2
215,15,4.3608987293319545,0.1729873584971298,2.828684579190968,0.3230334964290256,135,0.2
216,16,4.439141863755044,0.17431803046665584,2.724622581181869,0.3442980805464512,135,0.2
217,17,4.4996526963062005,0.16500332658083058,2.6335783247755664,0.36078283778809933,135,0.2
218,18,4.6332662468819485,0.15435795064616506,2.531748733387704,0.3799397817042074,135,0.2
219,19,4.724741651150518,0.1596806386234121,2.4239219658169304,0.4038765525028227,135,0.2
220,20,4.840051246815653,0.15834996661422893,2.3164834559838665,0.4264584117425668,135,0.2
221,21,4.956659799247127,0.15369261465148773,2.2132524235157938,0.44892736168611214,135,0.2
222,22,5.058762929476028,0.14504324674051122,2.103851129078174,0.4751223184042153,135,0.2
223,23,5.21640779301078,0.14238190274197346,2.0035432200168013,0.4917576213774934,135,0.2
224,24,5.40248165714368,0.12508316690019186,1.8984308637440277,0.5200225818614831,135,0.2
225,25,5.415725792080898,0.1410512307526188,1.8001562925402634,0.5388784343199394,135,0.2
226,26,5.6010618057555535,0.13306719885614818,1.7071837088018151,0.5582611968385397,135,0.2
227,27,5.852916167088533,0.12175648696646245,1.6140498400631818,0.5820474219066468,135,0.2
228,28,5.909981008378649,0.12707917488422382,1.5150182017088385,0.6029356416966801,135,0.2
229,29,6.1414575386428085,0.11776447099839855,1.4392513262763431,0.622544222816651,135,0.2
230,30,6.2584295171304944,0.1257485029345263,1.3576521928928649,0.6426797139631163,135,0.2
231,31,6.49009056656026,0.1190951429877532,1.285015186682024,0.6591268347805498,135,0.2
232,32,6.564057764496236,0.13107119091177336,1.2020746798097168,0.6786225065953488,135,0.2
233,33,6.776231421523308,0.10246174314064893,1.1277258060011686,0.6995483628174485,135,0.2
234,34,6.931745217945761,0.11177644704630277,1.0708750620972272,0.7146782085103203,135,0.2
235,35,6.93505620639164,0.11643379900904395,1.0212214407635491,0.7266842303439375,135,0.2
236,36,7.1029310851436565,0.11244178304098006,0.9560030055665234,0.7428678961279341,135,0.2
237,37,7.268654235108883,0.10778443109806744,0.9063281072276312,0.7520135491110572,135,0.2
238,38,7.331369229974703,0.1124417830211515,0.8585169976216128,0.7684230334874513,135,0.2
239,39,7.4624061698685145,0.11443779102501199,0.8112398933996416,0.7812570568265258,135,0.2
240,40,7.628719539858068,0.11510312699986075,0.7727508578302271,0.7872036131064516,135,0.2
241,41,7.729737794486509,0.1091151030675935,0.7361118431597399,0.7977418140849988,135,0.2
242,42,7.648830252651843,0.11842980701290445,0.6904003679101791,0.8098983816423944,135,0.2
243,43,7.904556456519537,0.10911510308742206,0.658021468567947,0.8162965750757087,135,0.2
244,44,8.058127401355735,0.10978043908209938,0.6189328346747763,0.8286789612389616,135,0.2
245,45,8.217400417594376,0.1091151030675935,0.6062731807107176,0.8321415129800824,135,0.2
246,46,8.159828268521956,0.11377245508982035,0.5753679074400297,0.8415129845600896,135,0.2
247,47,8.284220171387165,0.10911510310725063,0.5448703775403192,0.8481746330492741,135,0.2
248,48,8.354507601110441,0.1097804390226137,0.525696072508439,0.8519759126924509,135,0.2
249,49,8.371451919108967,0.11576846303419518,0.5082385895684737,0.8571697403131053,135,0.2
250,0,3.8280572546344303,0.14324419837612218,4.1627233725747255,0.11458333333333333,18,0.2
251,1,3.8662400264483847,0.14324419837612218,4.033912007325616,0.1194342320261438,18,0.2
252,2,3.8722704024207593,0.14324419837612218,4.025669190229154,0.11979166666666667,18,0.2
253,3,3.878077168194477,0.14324419837612218,4.024645754324845,0.12014910130718955,18,0.2
254,4,3.8683415509910466,0.14324419837612218,4.009618578783049,0.12096609477124184,18,0.2
255,5,3.926255478119173,0.14324419837612218,4.030521284131443,0.1268892973856209,18,0.2
256,6,3.9237713572526514,0.13982801272410192,4.014158079437181,0.12331495098039215,18,0.2
257,7,3.875282859701138,0.14359759689184842,3.97825601210002,0.12663398692810454,18,0.2
258,8,3.870912575134752,0.1479561785858053,3.9646172348190762,0.12826797385620914,18,0.2
259,9,3.8644967119605846,0.14442219342854296,3.9368641551803143,0.13495710784313725,18,0.2
260,10,3.8770036983299008,0.1473671810595949,3.9430407192192822,0.13419117647058826,18,0.2
261,11,3.87092931583192,0.1467781835333845,3.927022683854197,0.13572303921568624,18,0.2
262,12,3.8588262598819845,0.15090116621685726,3.916433349154354,0.13837826797385622,18,0.2
263,13,3.8536576705990586,0.15137236423782555,3.886262635779537,0.13980800653594772,18,0.2
264,14,3.7957192084325584,0.16162092119388635,3.843144593285579,0.1473141339869281,18,0.2
265,15,3.772007673926145,0.16798209447695855,3.7898258177283535,0.15242034313725492,18,0.2
266,16,3.7447142316506152,0.174696666275757,3.7545904509382315,0.15625,18,0.2
267,17,3.725232082509169,0.18082224054834506,3.7190765750174433,0.1626327614379085,18,0.2
268,18,3.6877958562239583,0.19472258216691027,3.6716834809265886,0.1729983660130719,18,0.2
269,19,3.6929822444410227,0.20073035693425625,3.628508674553017,0.17902369281045752,18,0.2
270,20,3.669880060695173,0.198845564850383,3.5847109396473256,0.18709150326797386,18,0.2
271,21,3.667233791153596,0.20120155495522452,3.543623210947498,0.19030841503267973,18,0.2
272,22,3.666086678960492,0.20485333961772895,3.501544214931189,0.19132965686274508,18,0.2
273,23,3.655951916644873,0.20603133467014972,3.458097083506241,0.20082720588235292,18,0.2
274,24,3.677972447761224,0.2057957356596656,3.4333900524899845,0.20506535947712415,18,0.2
275,25,3.663180073968288,0.21521969608780855,3.365282659826715,0.2160437091503268,18,0.2
276,26,3.666284374640819,0.214395099551114,3.3160507460824804,0.2252859477124183,18,0.2
277,27,3.6729670513756134,0.2136883025196616,3.2677994265275845,0.230187908496732,18,0.2
278,28,3.695006642300609,0.2130993049934512,3.2233822365212284,0.2376940359477124,18,0.2
279,29,3.6881829438831346,0.21639769114022936,3.166577835488164,0.2478043300653595,18,0.2
280,30,3.720805448783077,0.2134527035091774,3.1123672661438486,0.2568933823529412,18,0.2
281,31,3.736996982330455,0.21792908470837635,3.0558128092024064,0.2653186274509804,18,0.2
282,32,3.7793444278650536,0.20932972082570467,3.0043449448604216,0.2710375816993464,18,0.2
283,33,3.796583947928666,0.21274590647772493,2.9505684134227783,0.2795138888888889,18,0.2
284,34,3.811514907007378,0.2162798916349873,2.8913219746421364,0.29437295751633985,18,0.2
285,35,3.885379272968276,0.1986099658486756,2.8299684542066914,0.30443218954248363,18,0.2
286,36,3.908427828430273,0.19931676288012806,2.7791192757537937,0.3115298202614379,18,0.2
287,37,3.9532159191796215,0.19448698316520285,2.7133848184074454,0.32592933006535946,18,0.2
288,38,4.03324311778576,0.19825656733294933,2.64959044082492,0.3396139705882353,18,0.2
289,39,4.0258858640338016,0.19542937920713946,2.5931950940026183,0.3486008986928105,18,0.2
290,40,4.116901176980422,0.19236659207084544,2.5430398154882043,0.36070261437908496,18,0.2
291,41,4.165086489120323,0.19071739899745635,2.4888085380099176,0.3702512254901961,18,0.2
292,42,4.194427975721895,0.18694781482970985,2.42783779373356,0.3813827614379085,18,0.2
293,43,4.29221165058034,0.1732830722119744,2.3638576401604547,0.3963950163398693,18,0.2
294,44,4.322839830744349,0.1811756390631936,2.316468697552588,0.40584150326797386,18,0.2
295,45,4.396697498713158,0.17681705737889114,2.260862410458085,0.4200367647058824,18,0.2
296,46,4.47261861351104,0.16656850041317595,2.2098025377669366,0.4297385620915033,18,0.2
297,47,4.46926962474109,0.17881964895922972,2.151822730801464,0.4411764705882353,18,0.2
298,48,4.556378620506977,0.16762869596035465,2.0897403856118517,0.4540951797385621,18,0.2
299,49,4.642291363058812,0.16762869597000907,2.0412306553787656,0.4657373366013072,18,0.2
300,0,3.9833352529309933,0.10487497750858027,4.085497123983092,0.12956382695278054,59,0.2
301,1,4.021864275641526,0.10487497750858027,3.9687132804889584,0.1304077462911966,59,0.2
302,2,4.0091109543443695,0.10865263537947577,3.96474798930584,0.1317402505111242,59,0.2
303,3,4.026029830828998,0.10487497750858027,3.959727727277162,0.1331615883456916,59,0.2
304,4,4.059881526117039,0.10487497750858027,3.9575187349399936,0.13369459003683962,59,0.2
305,5,4.060880731734296,0.10487497750858027,3.9589438365557768,0.1335613396112397,59,0.2
306,6,4.047715824485405,0.10487497750858027,3.95772232746288,0.13396109087744965,59,0.2
307,7,4.069925630107631,0.10487497750858027,3.955132807763567,0.1339166740694679,59,0.2
308,8,4.079407509849919,0.10487497750858027,3.955488046617484,0.13391667406979882,59,0.2
309,9,4.047923457774783,0.10487497750858027,3.955448501156884,0.13396109087711872,59,0.2
310,10,4.059009080826112,0.10487497750858027,3.956979900606469,0.13458292617959716,59,0.2
