dropout,opus,epoch,val_loss,val_acc,loss,acc
0.3,127,0,4.167876733158509,0.1253393665158371,4.078143914466859,0.1209449793158065
0.3,127,1,4.165303638078508,0.1253393665158371,3.968739403753912,0.12461818041562878
0.3,127,2,4.185402239933273,0.1253393665158371,3.9615079770576593,0.12508216371050165
0.3,127,3,4.174946544612695,0.1253393665158371,3.95987698305687,0.12608746085140934
0.3,127,4,4.191029834747314,0.1253393665158371,3.958276005626089,0.12670610524687778
0.3,127,5,4.194156569916738,0.1253393665158371,3.9565796360027226,0.12628078722499322
0.3,127,6,4.211940037826607,0.1253393665158371,3.956865165956621,0.12616479140257136
0.3,127,7,4.197056943798497,0.1253393665158371,3.9536852184029865,0.12802072458897668
0.3,127,8,4.208930606755737,0.1253393665158371,3.9554120172818386,0.12562347755826495
0.3,127,9,4.193547519839187,0.1253393665158371,3.9533245507181918,0.12705409271932874
0.3,127,10,4.2024128462933845,0.1253393665158371,3.954383264122441,0.12635811777615527
0.3,127,11,4.197635938678931,0.1253393665158371,3.953279153029364,0.12759540656536364
0.3,127,12,4.162600849548617,0.1257918552036199,3.913576303149525,0.13374318524533116
0.3,127,13,4.106613921256087,0.1339366515837104,3.835697857560984,0.14924796040791102
0.3,127,14,4.0767070286953615,0.13710407239819006,3.7809512478861946,0.15802497776746705
0.3,127,15,4.0317656961501465,0.151131221719457,3.73481498107332,0.16769129644666125
0.3,127,16,3.997564579890324,0.15339366515837105,3.676491277647356,0.1851293353456561
0.3,127,17,3.9686562753910386,0.15656108597285068,3.625841605830616,0.19398368325752646
0.3,127,18,3.9820610231943263,0.15248868778280544,3.5809179963476674,0.20380466303558775
0.3,127,19,3.9781216988196735,0.17149321266968326,3.5388316162057603,0.2094111278729774
0.3,127,20,3.980803184595583,0.1669683257918552,3.4854135527502184,0.2200054131401888
0.3,127,21,3.974534349743597,0.1660633484162896,3.441514966373852,0.22421992808374133
0.3,127,22,3.997175614542551,0.17375565610859728,3.3940270754594337,0.2291690832480649
0.3,127,23,4.0167905134313235,0.16289592760180996,3.3402028249734625,0.2402273518187916
0.3,127,24,4.031777770055365,0.16515837104072398,3.2850228371561365,0.2492363608278006
0.3,127,25,4.044194737602683,0.16153846153846155,3.2307036426980638,0.2528322313730039
0.3,127,26,4.100278706356411,0.15656108597285068,3.174926090981648,0.2623052236797665
0.3,127,27,4.114600701569431,0.16561085972850678,3.1100481378687825,0.27498743379263096
0.3,127,28,4.157759643140421,0.16199095022624435,3.04368322818281,0.2790859529074239
0.3,127,29,4.2216873617733235,0.15610859728506787,2.9822707047564045,0.2918068282886673
0.3,130,0,3.6969658864008914,0.15300324675324675,4.119995868063117,0.1162091452226737
0.3,130,1,3.7205212859364303,0.15300324675324675,4.0063540636946176,0.12233980241350505
