epoch,val_loss,val_acc,loss,acc,opus,reg
0,4.167876733158509,0.1253393665158371,4.07814391446686,0.1209449793158065,127,0.3
1,4.165303638078508,0.1253393665158371,3.9687394037539114,0.12461818041562878,127,0.3
2,4.185402239933273,0.1253393665158371,3.9615079770576593,0.12508216371050163,127,0.3
3,4.174946544612695,0.1253393665158371,3.95987698305687,0.12608746085140934,127,0.3
4,4.191029834747314,0.1253393665158371,3.958276005626089,0.12670610524687778,127,0.3
5,4.194156569916738,0.1253393665158371,3.9565796360027226,0.12628078722499322,127,0.3
6,4.211940037826607,0.1253393665158371,3.9568651659566205,0.12616479140257136,127,0.3
7,4.197056943798497,0.1253393665158371,3.9536852184029865,0.12802072458897668,127,0.3
8,4.208930606755736,0.1253393665158371,3.955412017281839,0.12562347755826497,127,0.3
9,4.193547519839187,0.1253393665158371,3.953324550718192,0.12705409271932877,127,0.3
10,4.2024128462933845,0.1253393665158371,3.9543832641224412,0.12635811777615527,127,0.3
11,4.197635938678931,0.1253393665158371,3.9532791530293636,0.12759540656536364,127,0.3
12,4.162600849548616,0.1257918552036199,3.9135763031495254,0.13374318524533116,127,0.3
13,4.106613921256087,0.1339366515837104,3.8356978575609837,0.149247960407911,127,0.3
14,4.0767070286953615,0.13710407239819006,3.780951247886195,0.15802497776746705,127,0.3
15,4.031765696150146,0.151131221719457,3.7348149810733196,0.16769129644666125,127,0.3
16,3.9975645798903243,0.15339366515837105,3.6764912776473557,0.1851293353456561,127,0.3
17,3.968656275391039,0.15656108597285068,3.6258416058306158,0.19398368325752646,127,0.3
18,3.982061023194326,0.15248868778280544,3.5809179963476674,0.20380466303558778,127,0.3
19,3.978121698819674,0.17149321266968326,3.5388316162057603,0.2094111278729774,127,0.3
20,3.9808031845955827,0.1669683257918552,3.4854135527502184,0.22000541314018882,127,0.3
21,3.974534349743597,0.16606334841628959,3.4415149663738513,0.22421992808374133,127,0.3
22,3.997175614542551,0.17375565610859728,3.394027075459434,0.22916908324806493,127,0.3
23,4.016790513431324,0.16289592760180996,3.3402028249734625,0.2402273518187916,127,0.3
24,4.031777770055365,0.16515837104072398,3.2850228371561365,0.2492363608278006,127,0.3
25,4.044194737602683,0.16153846153846155,3.2307036426980633,0.2528322313730039,127,0.3
26,4.100278706356411,0.15656108597285068,3.1749260909816477,0.26230522367976655,127,0.3
27,4.114600701569432,0.16561085972850678,3.1100481378687825,0.27498743379263096,127,0.3
28,4.157759643140421,0.16199095022624435,3.04368322818281,0.2790859529074239,127,0.3
29,4.221687361773323,0.15610859728506787,2.982270704756405,0.2918068282886673,127,0.3
0,3.6969658864008914,0.15300324675324675,4.119995868063117,0.1162091452226737,130,0.3
1,3.72052128593643,0.15300324675324675,4.0063540636946176,0.12233980241350505,130,0.3
2,3.7208697176598884,0.15300324675324675,4.0028440370149685,0.12284743644870558,130,0.3
3,3.708042912668996,0.14853896103896103,3.973291629554936,0.13042289820334285,130,0.3
4,3.639086683075149,0.15137987012987014,3.8764988266880347,0.15072825959652664,130,0.3
5,3.617981514373383,0.15625,3.7929325337160282,0.1576789409978875,130,0.3
6,3.5985987496066403,0.16193181818181818,3.7331635586394007,0.16248193994327972,130,0.3
7,3.5435233673492035,0.1793831168831169,3.67425664497458,0.17489944941289787,130,0.3
8,3.5284267524620154,0.19886363636363635,3.6060728229117687,0.18942559256511382,130,0.3
9,3.49313633163254,0.21144480519480519,3.532275768476879,0.20660705220878992,130,0.3
10,3.4924242806124997,0.20900974025974026,3.465906909211386,0.2200788785195615,130,0.3
11,3.4905783108302524,0.2150974025974026,3.4088217304314195,0.22730290132375336,130,0.3
12,3.5231038935772783,0.21469155844155843,3.3425415665734035,0.23960326447762312,130,0.3
13,3.526138732959698,0.21753246753246752,3.2817697224964637,0.24753016517688708,130,0.3
14,3.5306943360861247,0.20900974025974026,3.2202638578022036,0.2591666992166199,130,0.3
15,3.537175150660725,0.21387987012987014,3.148856623672053,0.2691241360529038,130,0.3
16,3.5949321814945767,0.21428571428571427,3.0875186606048213,0.2811121090276624,130,0.3
17,3.625952222130515,0.21185064935064934,3.017010440019802,0.29134288726648644,130,0.3
18,3.636886367550144,0.2171266233766234,2.947701638387942,0.302627982350246,130,0.3
19,3.671311873894233,0.2041396103896104,2.8736368927692526,0.3120387363820317,130,0.3
20,3.74712678364345,0.1976461038961039,2.798681258647881,0.32867351322731925,130,0.3
21,3.832693236214774,0.19196428571428573,2.7157995772615915,0.3443711195294546,130,0.3
22,3.8371612406396247,0.20089285714285715,2.6484001709253095,0.35600765356860553,130,0.3
23,3.855967738411643,0.18547077922077923,2.562768417229772,0.3741653325014566,130,0.3
24,3.987677564868679,0.18141233766233766,2.490456982970522,0.3875590612768331,130,0.3
25,4.038579377261075,0.1793831168831169,2.405453425149375,0.4080987152988952,130,0.3
26,4.156138070217975,0.17897727272727273,2.3347079661148604,0.42078956617163527,130,0.3
27,4.171979727683129,0.1793831168831169,2.261722765857414,0.43277753914755757,130,0.3
28,4.258902723138982,0.16558441558441558,2.17966581022145,0.4467179507210317,130,0.3
29,4.339103869029453,0.16680194805194806,2.1020400139498707,0.4657347026505843,130,0.3
0,3.9868210484109636,0.13155833987071353,4.096366743667918,0.12155648732725843,131,0.3
1,4.030308418938585,0.13155833987071353,3.987633953302266,0.12316313335570783,131,0.3
2,4.060197977694853,0.13155833987071353,3.9802573383814432,0.12571025510608386,131,0.3
3,4.059893584942202,0.13155833987071353,3.974585321154255,0.1268074767840493,131,0.3
4,4.064472977594183,0.13155833987071353,3.973268454741654,0.1276303930445671,131,0.3
5,4.070559651943138,0.13155833987071353,3.9721347436882857,0.12547513617509126,131,0.3
6,4.078601578389096,0.13155833987071353,4.22046203642057,0.12500489831106235,131,0.3
7,4.0754899125409105,0.13155833987071353,3.9739345926827196,0.12602374701407398,131,0.3
